current_season,month,numerator,population,jurisdiction,estimate,age_group_label,legend 
2021-22,SEP,,,Virginia,,6-23 months,"2021-22, Virginia: 6-23 months"
2022-23,MAY,162885,564552,Arkansas,0.2885,50-64 years,"2022-23, Arkansas: 50-64 years"
2022-23,NOV,52091,302877,Missouri,0.172,5-8 years,"2022-23, Missouri: 5-8 years"
2022-23,OCT,76322,226967,Philadelphia,0.3363,65+ years,"2022-23, Philadelphia: 65+ years"
2023-24,FEB,661702,2320603,Utah,0.2851,18+ years,"2023-24, Utah: 18+ years"
2023-24,JUL,16,211177,Illinois,0.0001,6-23 months,"2023-24, Illinois: 6-23 months"
2023-24,MAR,143979,929182.5,Oklahoma,0.155,6 months to 17 years,"2023-24, Oklahoma: 6 months to 17 years"
2021-22,FEB,537,66724,Federated States of Micronesia,0.008,18+ years,"2021-22, Federated States of Micronesia: 18+ years"
2021-22,JAN,459404,789527,Oregon,0.5819,65+ years,"2021-22, Oregon: 65+ years"
2021-22,JUN,66783,205956,Utah,0.3243,5-8 years,"2021-22, Utah: 5-8 years"
2021-22,MAR,118553,378031,Maryland,0.3136,13-17 years,"2021-22, Maryland: 13-17 years"
2021-22,SEP,8103,248705,Oregon,0.0326,13-17 years,"2021-22, Oregon: 13-17 years"
2022-23,JAN,9283,65539,Montana,0.1416,13-17 years,"2022-23, Montana: 13-17 years"
2023-24,SEP,356908,7380696.5,Arizona,0.0484,Overall,"2023-24, Arizona: Overall"
2022-23,JUN,2693854,10647521,Georgia,0.253,Overall,"2022-23, Georgia: Overall"
2022-23,MAY,186483,816314,Illinois,0.2284,13-17 years,"2022-23, Illinois: 13-17 years"
2023-24,MAR,176658,742696,Philadelphia,0.2379,18-49 years,"2023-24, Philadelphia: 18-49 years"
2023-24,OCT,,,Virginia,,6 months to 17 years,"2023-24, Virginia: 6 months to 17 years"
2023-24,OCT,2323,31095,Wyoming,0.0747,9-12 years,"2023-24, Wyoming: 9-12 years"
2023-24,SEP,7132,198245,Oregon,0.036,9-12 years,"2023-24, Oregon: 9-12 years"
2021-22,MAY,123383,332603,Florida,0.371,6-23 months,"2021-22, Florida: 6-23 months"
2022-23,MAR,34437,216150,Oklahoma,0.1593,9-12 years,"2022-23, Oklahoma: 9-12 years"
2022-23,MAR,279156,782153,Delaware,0.3569,18+ years,"2022-23, Delaware: 18+ years"
2023-24,AUG,372,159658,Nevada,0.0023,9-12 years,"2023-24, Nevada: 9-12 years"
2021-22,JAN,13045,36853,South Dakota,0.354,2-4 years,"2021-22, South Dakota: 2-4 years"
2021-22,MAY,66717,205956,Utah,0.3239,5-8 years,"2021-22, Utah: 5-8 years"
2021-22,SEP,10013,130824,North Dakota,0.0765,50-64 years,"2021-22, North Dakota: 50-64 years"
2022-23,DEC,580402,1640786,New York City,0.3537,6 months to 17 years,"2022-23, New York City: 6 months to 17 years"
2022-23,DEC,86902,157177,South Dakota,0.5529,65+ years,"2022-23, South Dakota: 65+ years"
2022-23,JAN,840306,3873683,Texas,0.2169,65+ years,"2022-23, Texas: 65+ years"
2022-23,JUN,,,Virginia,,65+ years,"2022-23, Virginia: 65+ years"
2022-23,MAR,,,Colorado,,6-23 months,"2022-23, Colorado: 6-23 months"
2023-24,OCT,169917,1433821,Connecticut,0.1185,18-49 years,"2023-24, Connecticut: 18-49 years"
2021-22,AUG,45,113842,Arkansas,0.0004,2-4 years,"2021-22, Arkansas: 2-4 years"
2021-22,JAN,25145,86470,Philadelphia,0.2908,13-17 years,"2021-22, Philadelphia: 13-17 years"
2022-23,JUN,751734,3564038,Louisiana,0.2109,18+ years,"2022-23, Louisiana: 18+ years"
2022-23,JUN,747515,6947836,New Jersey,0.1076,18+ years,"2022-23, New Jersey: 18+ years"
2022-23,NOV,15210,59557,Philadelphia,0.2554,2-4 years,"2022-23, Philadelphia: 2-4 years"
2023-24,NOV,241913,1498072,New York City,0.1615,50-64 years,"2023-24, New York City: 50-64 years"
2021-22,MAR,75398,222285,Connecticut,0.3392,13-17 years,"2021-22, Connecticut: 13-17 years"
2021-22,MAY,1366380,5373433,Tennessee,0.2543,18+ years,"2021-22, Tennessee: 18+ years"
2021-22,NOV,,,Hawaii,,65+ years,"2021-22, Hawaii: 65+ years"
2022-23,APR,120685,460572,Washington,0.262,13-17 years,"2022-23, Washington: 13-17 years"
2022-23,APR,170718,460217,Utah,0.371,50-64 years,"2022-23, Utah: 50-64 years"
2022-23,DEC,3055,37396.5,Puerto Rico,0.0817,6-23 months,"2022-23, Puerto Rico: 6-23 months"
2023-24,FEB,36087,310939,Alabama,0.1161,13-17 years,"2023-24, Alabama: 13-17 years"
2023-24,JUL,11,1375870,Idaho,7.9949e-06,18+ years,"2023-24, Idaho: 18+ years"
2022-23,JAN,448526,1091861,Minnesota,0.4108,50-64 years,"2022-23, Minnesota: 50-64 years"
2022-23,JUN,113513,377461,Washington,0.3007,5-8 years,"2022-23, Washington: 5-8 years"
2022-23,JUN,15926,30010.5,Philadelphia,0.5307,6-23 months,"2022-23, Philadelphia: 6-23 months"
2022-23,MAY,6042,17119.5,Montana,0.3529,6-23 months,"2022-23, Montana: 6-23 months"
2022-23,NOV,1843689,21925627,Texas,0.0841,18+ years,"2022-23, Texas: 18+ years"
2022-23,NOV,2303012,10647521,Georgia,0.2163,Overall,"2022-23, Georgia: Overall"
2021-22,APR,48526,154434,Arkansas,0.3142,5-8 years,"2021-22, Arkansas: 5-8 years"
2022-23,AUG,157,164468,South Dakota,0.001,50-64 years,"2022-23, South Dakota: 50-64 years"
2022-23,DEC,14682,18790,Maine,0.7814,6-23 months,"2022-23, Maine: 6-23 months"
2022-23,FEB,403629,2857609,Tennessee,0.1412,18-49 years,"2022-23, Tennessee: 18-49 years"
2022-23,NOV,,,Virginia,,18+ years,"2022-23, Virginia: 18+ years"
2023-24,DEC,163072,873539,Louisiana,0.1867,50-64 years,"2023-24, Louisiana: 50-64 years"
2023-24,FEB,118398,446316,Illinois,0.2653,2-4 years,"2023-24, Illinois: 2-4 years"
2023-24,SEP,1498,26925,District of Columbia,0.0556,13-17 years,"2023-24, District of Columbia: 13-17 years"
2022-23,APR,119540,671415,North Carolina,0.178,13-17 years,"2022-23, North Carolina: 13-17 years"
2022-23,FEB,169362,460217,Utah,0.368,50-64 years,"2022-23, Utah: 50-64 years"
2022-23,JAN,1145135,2060818,New York (excluding New York City),0.5557,65+ years,"2022-23, New York (excluding New York City): 65+ years"
2022-23,MAR,161550,681696.5,Arkansas,0.237,6 months to 17 years,"2022-23, Arkansas: 6 months to 17 years"
2022-23,MAR,,,Virginia,,9-12 years,"2022-23, Virginia: 9-12 years"
2022-23,MAR,344400,981560.5,Delaware,0.3509,Overall,"2022-23, Delaware: Overall"
2023-24,FEB,94392,270072,Philadelphia,0.3495,50-64 years,"2023-24, Philadelphia: 50-64 years"
2023-24,JAN,51764,347543.5,West Virginia,0.1489,6 months to 17 years,"2023-24, West Virginia: 6 months to 17 years"
2023-24,JUL,143,8200096,New York City,0,Overall,"2023-24, New York City: Overall"
2021-22,AUG,3125,1286583,Puerto Rico,0.0024,18-49 years,"2021-22, Puerto Rico: 18-49 years"
2021-22,AUG,,,Massachusetts,,65+ years,"2021-22, Massachusetts: 65+ years"
2021-22,AUG,5,3916,N. Mariana Islands,0.0013,9-12 years,"2021-22, N. Mariana Islands: 9-12 years"
2021-22,DEC,15892,59835,South Dakota,0.2656,13-17 years,"2021-22, South Dakota: 13-17 years"
2021-22,FEB,827650,4391080,New York (excluding New York City),0.1885,18-49 years,"2021-22, New York (excluding New York City): 18-49 years"
2021-22,MAR,2242262,5624147,Minnesota,0.3987,Overall,"2021-22, Minnesota: Overall"
2021-22,MAY,112798,624694,Michigan,0.1806,13-17 years,"2021-22, Michigan: 13-17 years"
2021-22,NOV,630305,2337214,New York (excluding New York City),0.2697,50-64 years,"2021-22, New York (excluding New York City): 50-64 years"
2022-23,JUN,,,Virginia,,13-17 years,"2022-23, Virginia: 13-17 years"
2022-23,MAY,1715,31335,American Samoa,0.0547,18+ years,"2022-23, American Samoa: 18+ years"
2023-24,JUL,0,123141,North Dakota,0,65+ years,"2023-24, North Dakota: 65+ years"
2023-24,SEP,11135,275092,Wisconsin,0.0405,5-8 years,"2023-24, Wisconsin: 5-8 years"
2021-22,JAN,530776,1373975,Arizona,0.3863,65+ years,"2021-22, Arizona: 65+ years"
2021-22,JUN,419764,2499695,Missouri,0.1679,18-49 years,"2021-22, Missouri: 18-49 years"
2021-22,JUN,583720,2330808,Arkansas,0.2504,18+ years,"2021-22, Arkansas: 18+ years"
2021-22,MAY,429332,1414649,California,0.3035,2-4 years,"2021-22, California: 2-4 years"
2021-22,SEP,1150822,5976166,California,0.1926,65+ years,"2021-22, California: 65+ years"
2022-23,JUN,,,Rhode Island,,65+ years,"2022-23, Rhode Island: 65+ years"
2022-23,MAR,83808,375524,Arizona,0.2232,9-12 years,"2022-23, Arizona: 9-12 years"
2022-23,NOV,520,31335,American Samoa,0.0166,18+ years,"2022-23, American Samoa: 18+ years"
2022-23,SEP,11756,375524,Arizona,0.0313,9-12 years,"2022-23, Arizona: 9-12 years"
2023-24,AUG,63685,1344005,Maine,0.0474,Overall,"2023-24, Maine: Overall"
2021-22,DEC,7353,40264,Alaska,0.1826,9-12 years,"2021-22, Alaska: 9-12 years"
2021-22,FEB,459372,1299127.5,Maryland,0.3536,6 months to 17 years,"2021-22, Maryland: 6 months to 17 years"
2021-22,FEB,1683994,6846888.5,Tennessee,0.246,Overall,"2021-22, Tennessee: Overall"
2021-22,JUL,246,1180543,Tennessee,0.0002,65+ years,"2021-22, Tennessee: 65+ years"
2022-23,DEC,79210,396292,Georgia,0.1999,2-4 years,"2022-23, Georgia: 2-4 years"
2022-23,JUL,,,New Hampshire,,9-12 years,"2022-23, New Hampshire: 9-12 years"
2023-24,OCT,,,Kansas,,6-23 months,"2023-24, Kansas: 6-23 months"
2022-23,JUN,6569,114544,Guam,0.0573,18+ years,"2022-23, Guam: 18+ years"
2023-24,AUG,21133,5025173,Texas,0.0042,50-64 years,"2023-24, Texas: 50-64 years"
2023-24,AUG,,,Nebraska,,18+ years,"2023-24, Nebraska: 18+ years"
2023-24,JAN,721852,3956445.5,Oklahoma,0.1824,Overall,"2023-24, Oklahoma: Overall"
2023-24,MAR,536304,1373975,Arizona,0.3903,65+ years,"2023-24, Arizona: 65+ years"
2023-24,OCT,26792,164468,South Dakota,0.1629,50-64 years,"2023-24, South Dakota: 50-64 years"
2021-22,JUL,6,215130,Oklahoma,0,5-8 years,"2021-22, Oklahoma: 5-8 years"
2021-22,MAR,,,Nebraska,,Overall,"2021-22, Nebraska: Overall"
2021-22,MAY,52943,223181,Missouri,0.2372,2-4 years,"2021-22, Missouri: 2-4 years"
2021-22,NOV,,,Rhode Island,,50-64 years,"2021-22, Rhode Island: 50-64 years"
2022-23,FEB,,,Rhode Island,,13-17 years,"2022-23, Rhode Island: 13-17 years"
2022-23,JUL,,,Nebraska,,50-64 years,"2022-23, Nebraska: 50-64 years"
2022-23,JUN,44224,224000.5,Montana,0.1974,6 months to 17 years,"2022-23, Montana: 6 months to 17 years"
2023-24,DEC,126852,226967,Philadelphia,0.5589,65+ years,"2023-24, Philadelphia: 65+ years"
2023-24,SEP,18030,377798,Washington,0.0477,9-12 years,"2023-24, Washington: 9-12 years"
2021-22,JAN,54077,208457,Iowa,0.2594,13-17 years,"2021-22, Iowa: 13-17 years"
2021-22,JUL,,,Hawaii,,50-64 years,"2021-22, Hawaii: 50-64 years"
2021-22,JUL,12,53615.5,Mississippi,0.0002,6-23 months,"2021-22, Mississippi: 6-23 months"
2021-22,SEP,95564,2330808,Arkansas,0.041,18+ years,"2021-22, Arkansas: 18+ years"
2022-23,FEB,119534,242032,Maine,0.4939,6 months to 17 years,"2022-23, Maine: 6 months to 17 years"
2022-23,JUL,46,1229950,Arkansas,0,18-49 years,"2022-23, Arkansas: 18-49 years"
2022-23,MAY,184,2844,Federated States of Micronesia,0.0647,6-23 months,"2022-23, Federated States of Micronesia: 6-23 months"
2022-23,NOV,419,5706,Federated States of Micronesia,0.0734,2-4 years,"2022-23, Federated States of Micronesia: 2-4 years"
2022-23,OCT,112193,499955,Mississippi,0.2244,65+ years,"2022-23, Mississippi: 65+ years"
2022-23,SEP,0,928,Republic of Palau,0,5-8 years,"2022-23, Republic of Palau: 5-8 years"
2023-24,AUG,0,20301,N. Mariana Islands,0,18-49 years,"2023-24, N. Mariana Islands: 18-49 years"
2023-24,JUL,127,1605718.5,Arizona,0.0001,6 months to 17 years,"2023-24, Arizona: 6 months to 17 years"
2021-22,JUL,0,475421,Michigan,0,9-12 years,"2021-22, Michigan: 9-12 years"
2021-22,OCT,6329,32285,North Dakota,0.196,2-4 years,"2021-22, North Dakota: 2-4 years"
2021-22,SEP,32462,503705,New York (excluding New York City),0.0644,5-8 years,"2021-22, New York (excluding New York City): 5-8 years"
2022-23,APR,77,4829.5,Republic of Palau,0.0159,6 months to 17 years,"2022-23, Republic of Palau: 6 months to 17 years"
2022-23,AUG,,,Virginia,,6 months to 17 years,"2022-23, Virginia: 6 months to 17 years"
2022-23,MAR,651537,1344005,Maine,0.4848,Overall,"2022-23, Maine: Overall"
2022-23,NOV,109248,436260,New York City,0.2504,13-17 years,"2022-23, New York City: 13-17 years"
2022-23,OCT,1741,15392.5,N. Mariana Islands,0.1131,6 months to 17 years,"2022-23, N. Mariana Islands: 6 months to 17 years"
2023-24,AUG,4736,562524,New Jersey,0.0084,13-17 years,"2023-24, New Jersey: 13-17 years"
2023-24,FEB,397790,1222456,Maryland,0.3254,50-64 years,"2023-24, Maryland: 50-64 years"
2023-24,FEB,,,South Carolina,,Overall,"2023-24, South Carolina: Overall"
2023-24,JAN,555006,2315421,Minnesota,0.2397,18-49 years,"2023-24, Minnesota: 18-49 years"
2021-22,JUL,23,147011,Utah,0.0002,2-4 years,"2021-22, Utah: 2-4 years"
2021-22,MAR,,,Massachusetts,,9-12 years,"2021-22, Massachusetts: 9-12 years"
2023-24,MAR,3607018,12517504,Illinois,0.2882,Overall,"2023-24, Illinois: Overall"
2021-22,NOV,127707,742696,Philadelphia,0.172,18-49 years,"2021-22, Philadelphia: 18-49 years"
2021-22,SEP,,,Virginia,,Overall,"2021-22, Virginia: Overall"
2022-23,FEB,333119,1478793,Utah,0.2253,18-49 years,"2022-23, Utah: 18-49 years"
2022-23,MAY,2046,27742,Guam,0.0738,50-64 years,"2022-23, Guam: 50-64 years"
2022-23,SEP,87,5092,N. Mariana Islands,0.0171,13-17 years,"2022-23, N. Mariana Islands: 13-17 years"
2022-23,SEP,,,Virginia,,13-17 years,"2022-23, Virginia: 13-17 years"
2023-24,DEC,,,Colorado,,5-8 years,"2023-24, Colorado: 5-8 years"
2023-24,SEP,87579,2949076.5,Mississippi,0.0297,Overall,"2023-24, Mississippi: Overall"
2021-22,APR,116541,377461,Washington,0.3087,5-8 years,"2021-22, Washington: 5-8 years"
2021-22,DEC,83908,171599,Pennsylvania (excluding Philadelphia County),0.489,6-23 months,"2021-22, Pennsylvania (excluding Philadelphia County): 6-23 months"
2021-22,FEB,954106,8532850,Florida,0.1118,18-49 years,"2021-22, Florida: 18-49 years"
2021-22,MAR,20725,72986,New Mexico,0.284,2-4 years,"2021-22, New Mexico: 2-4 years"
2021-22,SEP,30018,226967,Philadelphia,0.1323,65+ years,"2021-22, Philadelphia: 65+ years"
2022-23,FEB,219869,566136,Iowa,0.3884,65+ years,"2022-23, Iowa: 65+ years"
2022-23,SEP,44804,2110766,Texas,0.0212,13-17 years,"2022-23, Texas: 13-17 years"
2022-23,SEP,23280,446316,Illinois,0.0522,2-4 years,"2022-23, Illinois: 2-4 years"
2022-23,SEP,153864,1089714,Missouri,0.1412,65+ years,"2022-23, Missouri: 65+ years"
2023-24,DEC,512,9444,Guam,0.0542,2-4 years,"2023-24, Guam: 2-4 years"
2023-24,DEC,41969,205956,Utah,0.2038,5-8 years,"2023-24, Utah: 5-8 years"
2023-24,DEC,794786,4616751,Louisiana,0.1722,Overall,"2023-24, Louisiana: Overall"
2022-23,JAN,249542,2056433,North Carolina,0.1213,50-64 years,"2022-23, North Carolina: 50-64 years"
2022-23,JUL,115,3564038,Louisiana,0,18+ years,"2022-23, Louisiana: 18+ years"
2022-23,MAR,88532,276460,Washington,0.3202,2-4 years,"2022-23, Washington: 2-4 years"
2022-23,MAR,233272,389911,New Mexico,0.5983,65+ years,"2022-23, New Mexico: 65+ years"
2022-23,MAR,3822824,11148453,Pennsylvania (excluding Philadelphia County),0.3429,Overall,"2022-23, Pennsylvania (excluding Philadelphia County): Overall"
2022-23,NOV,,,Rhode Island,,6-23 months,"2022-23, Rhode Island: 6-23 months"
2021-22,JAN,543,5080,Marshall Islands,0.1069,2-4 years,"2021-22, Marshall Islands: 2-4 years"
2021-22,JAN,27821,89833,District of Columbia,0.3097,65+ years,"2021-22, District of Columbia: 65+ years"
2021-22,MAY,6791,13527.5,District of Columbia,0.502,6-23 months,"2021-22, District of Columbia: 6-23 months"
2021-22,OCT,17273,236563,Wyoming,0.073,18-49 years,"2021-22, Wyoming: 18-49 years"
2022-23,APR,75030,110266,Connecticut,0.6804,2-4 years,"2022-23, Connecticut: 2-4 years"
2022-23,OCT,227,1258.5,American Samoa,0.1803,6-23 months,"2022-23, American Samoa: 6-23 months"
2022-23,SEP,,,Colorado,,50-64 years,"2022-23, Colorado: 50-64 years"
2022-23,SEP,38199,850894,Montana,0.0449,18+ years,"2022-23, Montana: 18+ years"
2023-24,JAN,1458,47529,Marshall Islands,0.0307,18+ years,"2023-24, Marshall Islands: 18+ years"
2023-24,MAR,,,Alabama,,9-12 years,"2023-24, Alabama: 9-12 years"
2023-24,NOV,2019007,7839742,Michigan,0.2575,18+ years,"2023-24, Michigan: 18+ years"
2023-24,OCT,38687,475421,Michigan,0.0814,9-12 years,"2023-24, Michigan: 9-12 years"
2021-22,MAY,1453,16061,Guam,0.0905,65+ years,"2021-22, Guam: 65+ years"
2023-24,FEB,186174,583680,North Dakota,0.319,18+ years,"2023-24, North Dakota: 18+ years"
2023-24,NOV,5443,47492,Alaska,0.1146,13-17 years,"2023-24, Alaska: 13-17 years"
2023-24,OCT,159413,1478793,Utah,0.1078,18-49 years,"2023-24, Utah: 18-49 years"
2023-24,SEP,805,8232,Vermont,0.0978,6-23 months,"2023-24, Vermont: 6-23 months"
2021-22,APR,27379,112689,Nevada,0.243,2-4 years,"2021-22, Nevada: 2-4 years"
2021-22,DEC,107092,747775,Idaho,0.1432,18-49 years,"2021-22, Idaho: 18-49 years"
2021-22,DEC,,,Nebraska,,50-64 years,"2021-22, Nebraska: 50-64 years"
2021-22,JUL,15,460217,Utah,0,50-64 years,"2021-22, Utah: 50-64 years"
2021-22,MAR,,,Colorado,,9-12 years,"2021-22, Colorado: 9-12 years"
2021-22,MAY,167969,857079,New Mexico,0.196,18-49 years,"2021-22, New Mexico: 18-49 years"
2022-23,JUL,37,763750,Louisiana,0,65+ years,"2022-23, Louisiana: 65+ years"
2023-24,DEC,,,Hawaii,,6 months to 17 years,"2023-24, Hawaii: 6 months to 17 years"
2023-24,DEC,5193,13527.5,District of Columbia,0.3839,6-23 months,"2023-24, District of Columbia: 6-23 months"
2023-24,SEP,82614,2072888.5,Michigan,0.0399,6 months to 17 years,"2023-24, Michigan: 6 months to 17 years"
2021-22,OCT,42246,212202,Minnesota,0.1991,2-4 years,"2021-22, Minnesota: 2-4 years"
2021-22,SEP,2513,242051,Louisiana,0.0104,5-8 years,"2021-22, Louisiana: 5-8 years"
2021-22,SEP,3983,108572.5,Missouri,0.0367,6-23 months,"2021-22, Missouri: 6-23 months"
2022-23,AUG,2101,692623,Florida,0.003,2-4 years,"2022-23, Florida: 2-4 years"
2022-23,DEC,185885,873539,Louisiana,0.2128,50-64 years,"2022-23, Louisiana: 50-64 years"
2022-23,FEB,177959,676599,Pennsylvania (excluding Philadelphia County),0.263,13-17 years,"2022-23, Pennsylvania (excluding Philadelphia County): 13-17 years"
2021-22,DEC,492989,2437453.5,Georgia,0.2023,6 months to 17 years,"2021-22, Georgia: 6 months to 17 years"
2021-22,DEC,31934,63424,Oregon,0.5035,6-23 months,"2021-22, Oregon: 6-23 months"
2021-22,MAR,3097928,8922762,Pennsylvania (excluding Philadelphia County),0.3472,18+ years,"2021-22, Pennsylvania (excluding Philadelphia County): 18+ years"
2021-22,MAY,215735,510181,Vermont,0.4229,18+ years,"2021-22, Vermont: 18+ years"
2021-22,NOV,173727,4423448,North Carolina,0.0393,18-49 years,"2021-22, North Carolina: 18-49 years"
2022-23,NOV,,,Nebraska,,Overall,"2022-23, Nebraska: Overall"
2022-23,SEP,299424,1812441,Michigan,0.1652,65+ years,"2022-23, Michigan: 65+ years"
2023-24,NOV,51892,352593,South Dakota,0.1472,18-49 years,"2023-24, South Dakota: 18-49 years"
2023-24,SEP,6841,212574,South Dakota,0.0322,6 months to 17 years,"2023-24, South Dakota: 6 months to 17 years"
2021-22,DEC,186491,1926749,Louisiana,0.0968,18-49 years,"2021-22, Louisiana: 18-49 years"
2021-22,JAN,,,Nebraska,,Overall,"2021-22, Nebraska: Overall"
2021-22,MAY,369512,1478793,Utah,0.2499,18-49 years,"2021-22, Utah: 18-49 years"
2022-23,FEB,,,Nebraska,,9-12 years,"2022-23, Nebraska: 9-12 years"
2022-23,JUL,43,504671,North Carolina,0.0001,5-8 years,"2022-23, North Carolina: 5-8 years"
2022-23,NOV,11405,104247,West Virginia,0.1094,13-17 years,"2022-23, West Virginia: 13-17 years"
2023-24,SEP,28000,302005,New York City,0.0927,2-4 years,"2023-24, New York City: 2-4 years"
2021-22,JUN,48274,157739,Arkansas,0.306,9-12 years,"2021-22, Arkansas: 9-12 years"
2021-22,NOV,552745,2315421,Minnesota,0.2387,18-49 years,"2021-22, Minnesota: 18-49 years"
2021-22,OCT,70890,747775,Idaho,0.0948,18-49 years,"2021-22, Idaho: 18-49 years"
2022-23,APR,17085,70468,Idaho,0.2425,2-4 years,"2022-23, Idaho: 2-4 years"
2022-23,APR,4925,74811,Puerto Rico,0.0658,2-4 years,"2022-23, Puerto Rico: 2-4 years"
2022-23,JUL,15,322724,Alaska,0,18-49 years,"2022-23, Alaska: 18-49 years"
2022-23,OCT,2189,30474,Alaska,0.0718,2-4 years,"2022-23, Alaska: 2-4 years"
2022-23,OCT,226360,763750,Louisiana,0.2964,65+ years,"2022-23, Louisiana: 65+ years"
2023-24,AUG,3059,373569,West Virginia,0.0082,65+ years,"2023-24, West Virginia: 65+ years"
2021-22,APR,13242,39611,North Dakota,0.3343,9-12 years,"2021-22, North Dakota: 9-12 years"
2021-22,AUG,1946,905560.5,Utah,0.0021,6 months to 17 years,"2021-22, Utah: 6 months to 17 years"
2021-22,MAR,34287,198053,Nevada,0.1731,13-17 years,"2021-22, Nevada: 13-17 years"
2021-22,MAR,503501,1622553.5,Washington,0.3103,6 months to 17 years,"2021-22, Washington: 6 months to 17 years"
2021-22,MAY,,,Colorado,,6-23 months,"2021-22, Colorado: 6-23 months"
2022-23,APR,58267,430356,Montana,0.1354,18-49 years,"2022-23, Montana: 18-49 years"
2023-24,DEC,56983,375524,Arizona,0.1517,9-12 years,"2023-24, Arizona: 9-12 years"
2023-24,SEP,67509,1239735,Philadelphia,0.0545,18+ years,"2023-24, Philadelphia: 18+ years"
2022-23,JUN,14753,104247,West Virginia,0.1415,13-17 years,"2022-23, West Virginia: 13-17 years"
2022-23,MAR,102218,301025,Maryland,0.3396,9-12 years,"2022-23, Maryland: 9-12 years"
2022-23,MAY,96628,690870,West Virginia,0.1399,18-49 years,"2022-23, West Virginia: 18-49 years"
2022-23,OCT,76519,436260,New York City,0.1754,13-17 years,"2022-23, New York City: 13-17 years"
2022-23,SEP,11587,110266,Connecticut,0.1051,2-4 years,"2022-23, Connecticut: 2-4 years"
2023-24,DEC,243288,1278429,Iowa,0.1903,18-49 years,"2023-24, Iowa: 18-49 years"
